Gene	G1_0	G1_1	G2_0	G2_1	G2_2	G2_3	G3_0	G4_0	G4_1	G4_2	G4_3	G4_4	G5_0	G5_1	G5_2	G5_3	G6_0	G6_1	G6_2
ZFAND1	1112	714	1888	464	718	1237	724	811	992	4015	989	1045	1098	788	715	768	855	858	739
ZFAND2A	185	198	357	203	186	254	249	240	283	871	200	187	461	141	196	91	256	167	286
ZFAND2B	614	518	1153	401	420	712	567	768	619	2396	502	671	1144	581	718	358	642	616	557
ZFAND3	2326	1518	4039	1189	659	2184	1084	1339	1976	7499	1542	1702	1950	1409	1634	1523	2000	1561	1789
ZFAND4	737	566	1793	239	393	784	233	616	958	3629	757	756	439	561	601	805	448	503	652
ZFAND5	6220	3939	12608	3357	2972	6362	3708	4758	6007	23590	4770	5634	6204	4586	4977	7488	6094	4954	5326
ZFAND6	2731	1894	6118	1475	1463	2742	1667	2324	2976	11761	2493	2557	2504	2281	2059	2408	2296	2585	2494
ZFAT	306	166	490	132	74	287	111	143	202	847	174	270	224	214	205	157	266	146	197
ZFAT-AS1	6	1	12	0	0	11	2	3	3	12	2	2	6	6	8	11	2	6	3
ZFC3H1	1726	972	3257	825	843	2241	1066	1410	1999	6371	1872	1870	1417	1072	1047	1288	1439	919	1246
ZFHX2	746	637	2714	475	303	1023	61	1661	910	4443	963	1335	524	656	896	760	382	710	1008
ZFHX3	1804	718	2644	619	629	1566	493	1444	1521	5897	1367	1833	1259	1102	961	1213	824	1153	1290
ZFHX4	187	40	132	11	42	158	20	41	68	256	99	145	13	54	66	120	8	19	37
ZFP1	257	172	419	99	162	275	104	188	237	766	266	244	128	163	161	151	122	193	191
ZFP106	7783	4167	12929	1889	1947	6543	1756	3791	7320	23161	5550	5217	2947	3618	3693	6454	3520	3760	6219
ZFP14	775	451	1377	169	377	987	313	607	846	2838	723	758	468	538	390	526	268	571	562
ZFP161	864	487	1366	283	390	935	459	605	720	2421	589	789	697	585	489	433	465	573	564
ZFP2	135	111	297	28	105	195	40	224	125	580	129	159	81	150	77	89	38	86	81
ZFP28	335	181	691	174	214	488	143	390	335	1270	432	351	284	315	182	393	178	206	273
ZFP3	1229	772	3075	392	550	1540	367	1325	1522	5543	1393	1303	768	971	798	1189	469	1038	981
ZFP30	496	307	690	157	224	435	239	262	433	1578	432	400	320	317	226	272	226	270	325
ZFP36	4629	1100	4113	8018	456	1720	1900	1542	2067	5102	1142	1357	2724	855	4919	5142	5350	956	1326
ZFP36L1	13285	5875	14896	4711	4506	12613	4402	7511	7320	25246	7039	8657	9431	7111	8880	12436	6326	7047	5949
ZFP36L2	5774	1509	5984	1444	1383	3228	1923	2214	2805	12214	2314	2985	2876	2537	3331	4960	1736	2290	1647
ZFP37	76	23	97	33	59	107	34	105	95	328	92	114	43	57	46	83	34	70	40
ZFP41	21	5	46	1	12	47	4	33	34	151	34	41	17	12	7	18	11	9	12
ZFP42	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ZFP57	1	32	2	1	0	4	7	93	32	65	22	4	5	10	22	7	12	0	14
ZFP62	1356	764	2239	387	735	1749	688	1208	1234	4426	1190	1354	1111	966	826	766	749	914	838
ZFP64	675	406	1161	182	208	696	358	353	449	1791	489	539	524	413	364	379	418	418	404
ZFP64P1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
ZFP82	260	141	297	76	136	250	57	246	246	869	273	237	159	208	88	145	78	135	170
ZFP90	1525	964	2795	523	846	1616	492	1326	1396	6100	1219	1495	1215	1081	1226	1233	630	1246	1296
ZFP92	1	0	0	0	0	3	0	1	1	6	0	0	0	0	0	0	2	0	0
ZFPL1	251	238	564	128	88	299	194	210	260	794	216	218	302	174	204	173	264	209	216
ZFPM1	116	76	210	62	71	181	75	235	111	369	113	174	170	121	92	59	110	147	70
ZFR	3634	1818	5323	1316	1445	3257	1452	1971	2957	11205	2827	2923	2177	2016	1814	2793	1968	1924	2088
ZFR2	331	132	505	26	93	93	2	220	177	1531	167	203	31	123	55	36	4	57	236
ZFX	1239	677	2177	740	760	1848	816	1268	1787	3776	1611	994	1167	729	934	852	841	659	768
ZFX-AS1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0
ZFY	731	334	1060	0	0	0	1	0	0	1964	1	536	0	364	0	409	488	352	412
ZFY-AS1	92	77	194	1	0	0	0	0	0	353	0	79	0	108	0	74	69	132	116
ZFYVE1	676	500	1238	348	241	703	431	445	679	2171	480	600	631	510	490	361	560	526	533
ZFYVE16	1962	1237	4051	1033	1033	1962	749	1885	2218	8811	2132	1886	1290	1283	1325	2089	1480	1553	1603
ZFYVE19	746	749	1686	487	600	1146	479	1129	821	2862	601	892	999	787	842	503	713	826	778
ZFYVE20	1005	620	1769	446	599	1113	554	894	1062	4032	920	1001	988	768	730	538	757	769	684
ZFYVE21	2030	1315	3614	706	1092	2354	1151	1772	1662	7314	1844	2264	1991	1768	1588	1232	1337	1708	1516
ZFYVE26	1167	816	2402	1150	442	1439	640	1776	1305	4139	1102	1285	1055	766	924	1040	1098	731	968
ZFYVE27	975	937	2586	614	768	1454	607	1337	1280	4973	1046	1333	1477	972	1207	775	1348	867	1005
ZFYVE28	433	291	985	251	193	578	177	747	555	1699	434	544	289	326	347	288	227	313	345
ZFYVE9	756	425	1244	207	362	766	571	446	658	2504	614	713	608	505	493	512	576	457	502
ZG16	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	2	0	1
ZG16B	1141	2087	2240	856	75	1228	520	250	564	4417	1017	516	2017	770	179	219	2348	704	406
ZHX2	637	342	981	357	248	741	370	433	447	1933	424	611	614	436	482	314	618	565	427
ZHX3	718	398	855	233	236	769	320	414	587	2034	569	655	459	507	416	300	594	341	441
ZIC1	0	0	0	5	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0
ZIC2	0	0	0	0	0	0	1	0	1	1	0	1	0	2	0	0	0	1	0
ZIC4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
ZIC5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZIK1	241	84	290	48	105	347	84	233	231	737	249	224	103	186	58	151	50	96	77
ZIM3	11	1	0	0	2	0	0	2	1	2	3	1	0	1	0	0	0	0	0
ZKSCAN1	7704	4658	14479	2241	2815	7491	2661	5964	7465	30631	7701	7462	5780	5047	4716	5645	4037	5395	5509
ZKSCAN2	418	277	849	173	210	547	172	431	499	1754	422	502	382	296	284	312	277	340	312
ZKSCAN3	299	210	650	100	161	449	158	319	280	1317	362	374	257	293	227	182	136	249	281
ZKSCAN4	303	140	499	107	139	360	167	255	247	905	244	293	303	209	208	69	147	236	179
ZKSCAN5	535	364	936	259	270	570	282	389	527	1776	438	468	491	424	434	334	444	417	384
ZMAT1	2129	1292	4509	393	978	3568	219	3528	3213	9719	3515	3050	759	1532	843	3403	678	1215	1669
ZMAT2	2750	1875	6310	1673	1698	2877	1445	2195	2707	10594	1990	2295	3092	2096	2867	2241	2137	3308	2606
ZMAT3	1035	660	1750	526	483	956	691	482	898	3325	775	769	954	614	861	696	832	881	824
ZMAT4	49	1	2	0	8	14	0	2	2	49	9	37	3	33	0	32	0	2	7
ZMAT5	374	334	902	228	222	409	174	415	421	1515	294	411	389	408	382	265	243	364	366
ZMIZ1	2071	1393	3727	1736	634	2400	1062	1732	1666	7865	1724	2333	1774	1430	1169	1360	1509	1137	1393
ZMIZ2	2440	2318	6442	2097	1102	3428	1224	5017	3378	11352	2750	3462	3824	2365	2532	1840	2788	2070	2851
ZMPSTE24	2971	1497	5138	1184	1210	2403	1495	1674	3846	11575	2331	2403	2121	1672	1859	2358	2592	1750	2116
ZMYM1	483	267	948	169	257	594	258	413	479	1688	513	500	352	338	337	381	346	309	330
ZMYM2	3903	2247	6828	1304	1622	3275	2117	2268	3261	13036	3077	3040	2945	2343	2343	2754	3064	2670	2727
ZMYM2-IT1	2	0	5	2	2	1	4	2	3	6	0	1	3	2	2	1	2	1	1
ZMYM3	1758	1353	3830	620	692	2069	694	1936	1586	6145	1669	1989	1445	1306	1357	1224	1032	1476	1512
ZMYM4	2546	1675	4134	878	1205	2851	1339	1789	2348	8019	2369	2116	1985	1746	1644	1995	1943	1796	1818
ZMYM4-AS1	22	16	17	4	9	15	9	4	16	40	24	18	8	4	12	19	15	2	8
ZMYM5	620	398	1074	271	218	516	329	393	458	1800	545	467	461	333	322	410	419	447	379
ZMYM6,ZMYM6NB	1474	1010	3044	829	817	1825	1008	1468	1868	5806	1483	1606	1520	1199	1225	1297	1286	1388	1276
ZMYND10	10751	9544	33683	5432	5230	11431	580	13944	12159	51883	8973	11599	7093	11679	12257	9540	5388	11925	12925
ZMYND10-AS1	1	0	2	1	1	0	0	1	2	4	0	1	0	0	6	2	1	3	4
ZMYND12	1033	830	2891	296	438	908	62	828	1155	4965	826	945	482	918	1002	1168	305	1401	1308
ZMYND15	152	142	246	256	46	197	137	371	160	372	98	91	300	78	169	62	211	98	126
ZMYND19	395	318	741	194	196	439	285	452	357	1299	285	335	460	311	330	225	463	300	293
ZMYND8	2260	1714	4752	978	1078	2588	1102	2421	2258	7938	2057	2408	2124	1921	1727	2105	2476	2022	1821
ZNF100	295	136	861	172	170	269	121	280	507	1003	470	299	231	301	186	216	264	255	219
ZNF101	400	234	710	244	156	450	210	301	374	1245	331	373	371	272	290	201	265	253	342
ZNF107	699	415	1446	229	198	925	224	317	597	1478	769	461	406	240	503	407	522	290	369
ZNF114	2	3	8	2	4	19	2	8	1	23	3	4	9	9	3	1	1	3	1
ZNF12	1359	673	2025	371	648	1328	652	721	1146	4117	1073	1015	896	746	614	846	919	743	703
ZNF121	981	716	1884	655	604	1360	704	1086	1167	4299	1189	1059	1177	834	822	900	1200	859	720
ZNF124	127	108	244	87	56	178	77	108	131	440	136	122	97	125	82	92	110	76	81
ZNF132	885	647	2794	344	532	1108	240	1247	1086	4905	1206	1478	766	861	999	832	465	922	1158
ZNF133	529	534	1243	260	386	822	359	802	593	2343	532	695	745	534	563	275	452	502	511
ZNF134	996	447	1358	312	487	1021	394	571	735	2944	770	862	640	645	486	600	473	547	480
ZNF135	476	291	797	112	292	735	128	857	528	1977	499	640	427	432	201	375	141	286	325
ZNF136	570	381	971	301	234	639	239	375	519	2007	479	456	400	429	304	331	310	436	365
ZNF138	378	173	472	90	125	321	153	207	232	840	278	251	232	159	218	274	254	210	198
ZNF14	387	238	512	122	295	452	145	272	319	1216	325	321	319	369	232	255	171	347	188
ZNF140	876	594	1483	450	562	949	506	797	845	2951	724	751	883	715	575	566	700	683	581
ZNF141	832	508	1353	236	404	1063	335	784	852	3187	993	948	591	546	490	548	368	502	593
ZNF142	527	374	1022	217	218	655	301	570	581	1899	518	710	586	368	328	309	453	294	393
ZNF143	568	383	1116	358	254	554	277	542	616	2025	499	585	476	445	376	447	539	456	488
ZNF146	2307	1302	3210	1100	1216	2464	1671	1340	2036	7123	1947	1868	2116	1671	1313	1388	1949	1664	1280
ZNF155	317	257	554	142	109	363	186	284	339	1187	335	241	318	276	217	197	192	304	298
ZNF157	478	253	1211	73	135	494	6	810	693	2956	368	660	84	392	163	325	70	311	385
ZNF16	261	174	416	108	162	263	158	198	212	765	208	221	278	233	182	104	173	216	137
ZNF160	1116	862	2151	508	621	1482	537	2003	1395	4249	1342	1204	1098	819	750	779	851	860	1002
ZNF165	403	234	856	207	196	446	130	312	512	1669	300	354	246	366	261	417	482	388	305
ZNF167,ZNF197,ZNF35,ZNF660	1345	770	2097	492	648	1495	658	1153	1342	4663	1253	1169	1137	1049	705	802	966	878	877
ZNF169	223	174	451	132	153	349	150	241	263	1092	277	320	324	147	209	112	131	164	194
ZNF17,ZNF548	977	471	1608	381	399	1059	372	756	830	3010	835	861	650	659	619	843	648	654	594
ZNF175	442	267	770	129	227	588	190	444	437	1812	410	513	310	303	273	274	204	301	340
ZNF177,ZNF559	627	495	1098	183	525	994	233	999	639	2703	785	783	601	738	405	483	318	538	499
ZNF18	416	354	872	241	357	514	232	466	466	1779	398	471	554	467	440	235	322	510	440
ZNF180	448	301	755	171	245	474	229	311	398	1717	365	402	311	407	255	236	247	388	266
ZNF181	645	339	1094	180	421	836	321	613	627	2336	541	658	506	464	376	289	315	485	418
ZNF182,ZNF630	594	382	1341	236	331	746	261	806	633	2502	599	687	559	518	419	407	490	458	524
ZNF184	375	239	654	156	221	395	231	269	388	1210	301	345	263	217	213	249	301	264	223
ZNF185	1199	1000	2502	985	867	1587	2572	1352	840	4938	1084	1613	3134	1310	1217	916	1403	1322	643
ZNF189	1004	558	1512	506	467	1080	561	675	881	2970	818	887	1086	615	746	816	1715	564	810
ZNF192	1616	844	2842	375	681	1902	697	1325	1819	6120	1804	1688	928	994	870	1115	852	1052	1160
ZNF192P1	69	32	120	31	49	139	26	81	96	265	107	75	44	51	58	41	38	54	49
ZNF192P2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF193	311	182	710	155	211	540	194	363	340	1229	374	374	345	253	243	225	249	247	224
ZNF195	555	279	880	425	408	665	451	579	574	2354	595	651	665	444	502	335	684	550	402
ZNF197-AS1	2	0	6	0	1	3	0	0	2	6	0	5	2	2	0	1	0	1	1
ZNF2	198	127	393	78	128	249	118	154	179	673	167	191	173	151	121	97	99	152	126
ZNF20,ZNF625	1067	770	2629	456	682	1157	275	1077	1130	4695	1114	1108	748	1014	864	1043	482	1031	952
ZNF200	348	192	715	299	159	397	173	355	330	1156	318	280	300	244	221	210	341	256	229
ZNF202	451	312	790	291	285	566	228	526	523	1689	440	477	492	383	356	241	357	299	303
ZNF204P	1554	1350	4342	431	1046	2317	210	2419	2094	8692	2018	2171	681	1546	815	1788	473	1246	1465
ZNF205	336	322	781	130	206	479	148	462	312	1397	279	381	438	386	366	168	216	335	295
ZNF208	173	20	55	28	52	102	17	215	91	455	240	230	20	59	3	231	3	27	47
ZNF211	838	532	1371	301	491	1170	230	1382	931	3196	810	889	565	692	450	593	491	455	503
ZNF212,ZNF783	1369	1059	3187	763	819	1957	681	2517	1557	6747	1508	1788	1751	1375	1179	900	971	1201	1351
ZNF213	367	308	805	191	123	486	244	415	332	1301	386	482	432	275	265	188	370	255	393
ZNF214	977	654	2062	201	391	927	103	813	1032	3764	933	811	293	589	564	1011	307	745	791
ZNF215	72	70	105	20	33	50	16	89	46	237	46	56	16	38	66	36	61	47	47
ZNF217	2322	1098	3761	934	745	1937	1399	1033	1978	4972	1536	1672	1473	1204	1369	1766	1708	1273	1707
ZNF219	1089	565	2137	275	763	1389	384	658	725	3354	873	1258	952	1088	683	401	460	778	672
ZNF22	394	291	804	200	366	580	149	308	415	1676	386	462	364	474	235	232	234	383	323
ZNF221	432	195	479	125	150	480	143	255	355	1074	447	358	208	259	89	1123	164	287	200
ZNF222	96	65	146	49	67	98	69	89	74	290	88	105	94	69	59	65	102	68	44
ZNF223	369	268	627	152	183	402	212	325	326	1414	393	462	349	273	311	200	321	289	250
ZNF224	1010	786	2128	613	616	1460	584	1323	1218	4086	1145	1142	1025	893	774	698	754	914	824
ZNF225	209	138	466	68	166	301	125	241	238	849	226	241	208	150	138	150	141	198	178
ZNF226	975	699	2057	373	559	1174	510	1070	1075	3640	1070	957	994	751	621	770	792	775	749
ZNF227	469	242	751	157	246	441	250	317	439	1417	418	425	360	321	279	304	233	351	296
ZNF229	157	82	126	97	52	282	183	172	179	588	248	208	120	141	113	172	176	114	62
ZNF230	246	190	461	90	116	276	106	209	253	944	207	208	188	222	178	136	134	188	175
ZNF232	471	389	1527	404	290	945	154	814	659	2601	637	555	366	516	476	377	349	819	499
ZNF233	118	79	344	33	39	37	21	80	90	284	123	82	42	69	38	79	47	30	96
ZNF234	548	285	868	201	236	653	251	534	478	1798	415	505	385	386	280	386	313	286	452
ZNF235	122	75	282	52	91	159	77	129	158	434	117	137	108	84	101	89	117	69	86
ZNF236	729	323	1135	190	207	632	225	480	461	2151	546	615	311	342	290	503	350	305	397
ZNF238	2029	1313	4952	788	889	2000	797	1572	2253	7660	1837	1726	1582	1374	1329	1484	1209	1601	1995
ZNF239	102	97	120	17	48	124	11	106	63	394	121	123	31	88	49	53	34	47	37
ZNF24	3882	2041	6705	1495	1579	3523	1958	2037	4265	13485	3264	2999	2783	2382	2368	3326	3169	2389	2784
ZNF248	640	500	1333	281	577	1073	388	988	850	3015	745	914	780	603	500	576	561	576	536
ZNF25	510	285	773	177	278	545	220	466	550	1904	416	436	352	351	304	320	230	366	311
ZNF251	681	480	1350	214	347	857	222	1042	797	2562	746	734	516	551	380	523	286	561	581
ZNF252P	1084	723	1565	347	620	1196	605	577	974	3498	850	821	844	755	683	848	828	726	775
ZNF252P-AS1	17	29	53	13	10	51	12	32	24	126	29	31	25	18	20	12	9	23	27
ZNF253	671	351	1004	186	390	698	281	542	596	2139	552	554	415	536	398	361	294	417	426
ZNF254	961	406	1075	204	259	758	410	506	760	2649	691	598	383	476	382	814	559	532	442
ZNF256	299	182	485	91	211	390	158	290	270	1170	308	322	242	295	130	152	136	228	198
ZNF257	114	25	66	13	22	56	31	30	84	273	43	79	14	84	7	63	7	59	40
ZNF259	757	531	1365	662	380	815	656	630	877	2701	661	659	1002	604	662	694	998	697	613
ZNF259P1	1	1	0	0	0	4	0	1	4	3	3	0	1	1	1	1	0	2	0
ZNF26	342	269	889	275	245	502	196	599	502	1672	498	543	447	352	279	245	354	295	304
ZNF260	881	478	1265	319	426	845	537	452	737	2697	710	736	707	563	456	521	617	598	588
ZNF263	1132	843	2018	623	706	1230	562	1076	1075	4201	884	1034	1161	926	849	688	874	912	799
ZNF264	1958	1031	3418	690	678	2042	602	1372	1895	6840	1912	1671	1097	1405	1159	1423	985	1182	1305
ZNF266	1247	1236	4139	857	1060	2614	776	2336	1690	8085	1537	1646	1767	1817	1531	1535	1590	1580	1235
ZNF267	690	371	1117	1145	279	627	308	362	671	2010	551	480	409	396	454	768	608	441	528
ZNF271	1217	725	2050	604	595	1318	607	705	1102	4269	1009	975	1134	855	829	884	872	930	965
ZNF273	2273	1987	8707	1374	1257	4413	188	6045	4465	12549	4143	5425	1271	2212	1768	3041	813	1953	3431
ZNF274	704	427	1419	305	258	786	363	774	713	2593	705	825	595	559	342	574	480	530	484
ZNF275	489	300	832	167	182	611	320	442	540	1886	533	471	456	324	273	356	444	279	304
ZNF276	522	402	1092	549	311	804	293	874	680	2348	611	622	775	479	502	352	607	433	516
ZNF277	1124	645	1565	513	565	1026	644	591	991	3566	958	857	899	765	736	753	759	799	739
ZNF28	804	432	1231	306	329	738	440	393	717	2239	546	576	645	443	438	546	517	382	491
ZNF280A	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ZNF280B	108	43	125	25	36	119	39	65	71	292	107	91	38	55	55	46	43	68	61
ZNF280C	206	75	297	123	78	150	120	95	187	539	188	162	179	103	108	131	126	116	114
ZNF280D	1470	802	2156	337	667	1508	552	1078	1303	4136	1287	1276	819	848	659	1099	846	883	808
ZNF281	624	268	812	237	217	658	358	285	623	1593	512	436	354	309	285	459	532	307	339
ZNF282	854	580	1587	502	369	992	488	983	723	3199	658	977	1079	765	821	408	740	625	659
ZNF283	271	167	462	115	104	371	165	198	319	947	322	294	196	152	137	192	219	143	173
ZNF284	125	86	238	60	90	188	91	140	147	495	127	146	115	113	88	63	57	111	99
ZNF285	445	233	665	134	237	470	212	327	405	1352	401	353	271	313	194	292	180	347	265
ZNF286B	33	17	39	7	24	38	11	17	33	84	19	42	11	17	4	9	10	23	16
ZNF287	458	319	843	141	215	434	165	324	426	1469	403	384	252	285	278	278	212	344	356
ZNF292	1823	706	2625	410	666	1806	782	1020	1459	4884	1670	1393	777	843	678	1536	1162	870	938
ZNF295	1235	395	1588	604	330	923	519	617	1144	3408	732	926	725	687	568	1330	1216	618	583
ZNF295-AS1	746	289	650	33	81	732	1	592	604	3125	397	573	13	283	199	300	7	151	391
ZNF296	377	440	1153	290	222	798	163	754	787	2596	656	791	432	465	539	264	150	387	565
ZNF29P	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF3	2578	1791	5641	1281	1235	2575	658	2213	2795	11198	2309	2487	2041	2012	2095	2047	1556	1922	2447
ZNF30	151	98	240	42	120	194	89	170	148	578	144	159	116	144	98	87	87	155	120
ZNF300	296	108	501	180	157	437	226	310	201	1841	233	346	387	196	179	182	243	191	197
ZNF302	1334	834	2407	599	854	1720	688	1589	1467	5529	1487	1383	961	1046	721	968	486	1167	958
ZNF304	490	318	910	184	250	708	231	340	545	1952	531	513	396	431	278	334	385	392	328
ZNF311	70	45	157	22	49	153	27	84	87	308	98	131	93	70	36	34	45	69	45
ZNF317	951	682	1807	539	456	1151	556	785	960	3144	855	935	903	773	698	571	794	702	604
ZNF317P1	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
ZNF318	1197	648	2096	389	525	1270	643	819	1062	4084	1115	1174	928	785	728	931	1087	745	769
ZNF319	529	331	965	195	224	636	197	398	415	1511	359	470	474	355	310	187	329	339	395
ZNF32	540	514	1034	285	448	649	295	528	498	2171	467	548	745	714	559	345	341	556	456
ZNF320	862	562	1358	421	389	1313	316	713	941	3383	1099	970	641	513	375	662	682	415	695
ZNF322	622	147	705	88	216	405	162	208	356	1163	373	380	294	158	156	270	188	171	249
ZNF323	804	359	1156	292	351	627	363	424	451	2060	438	538	1344	375	612	524	913	588	480
ZNF324,ZNF446	1353	926	3153	501	541	1514	422	1464	1304	5677	976	1367	1231	1051	1107	810	810	1030	1175
ZNF324B	443	340	1325	222	245	643	124	733	624	2781	646	794	374	417	423	291	216	445	617
ZNF326	1940	1092	3802	1007	918	2201	1312	1751	2161	6891	2011	2085	1640	1318	1104	1688	1659	1451	1453
ZNF329	661	393	1073	199	315	610	255	450	654	2284	482	490	528	535	364	314	335	399	390
ZNF32-AS1,ZNF32-AS2	149	105	285	81	128	199	80	207	187	614	190	181	136	110	111	70	80	98	103
ZNF32-AS3	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	1	1	0	0
ZNF330	802	482	1565	468	357	819	467	696	815	2405	615	638	663	544	526	557	771	612	542
ZNF331	819	484	952	820	334	859	261	843	726	2524	731	681	454	567	315	1203	480	386	432
ZNF333	375	219	772	225	227	469	120	484	379	1219	425	411	312	322	237	251	259	257	257
ZNF334	650	446	1215	216	391	1152	190	1208	833	3072	877	993	469	551	388	712	426	417	491
ZNF335	663	565	1392	489	352	872	408	1021	714	2758	697	900	989	566	599	448	781	526	580
ZNF337	1197	910	3188	472	765	2220	439	2826	1808	7064	1625	2041	1144	1147	937	1130	820	1075	1295
ZNF33A	3124	1960	5806	1003	1452	3377	1432	2205	3208	11986	3320	2816	1274	2055	1814	2785	1979	1999	2320
ZNF33AP1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ZNF33B	2940	1754	5332	736	1299	2620	1024	2347	2917	10314	2839	2297	1650	1975	1584	2445	1238	2132	1937
ZNF34	163	78	249	71	106	121	55	111	118	467	127	156	123	178	93	53	52	124	95
ZNF341	277	263	574	205	117	342	106	342	256	825	201	280	275	226	294	152	209	214	234
ZNF345	238	143	410	69	115	304	130	234	275	902	265	261	223	147	141	148	135	158	147
ZNF346	365	260	661	152	187	419	204	305	346	1423	351	379	360	333	318	223	284	274	272
ZNF346-IT1	5	3	6	0	1	2	0	2	4	17	8	8	1	2	1	2	4	0	2
ZNF347	539	297	813	141	231	532	198	430	416	1600	492	502	361	368	214	336	249	247	325
ZNF350	324	216	490	185	200	377	185	308	311	998	302	279	325	295	221	182	183	268	215
ZNF354A	474	255	805	190	309	555	268	556	547	1610	451	466	330	367	280	330	303	354	319
ZNF354B	371	181	724	85	141	444	159	571	429	1383	409	442	290	217	202	246	192	200	235
ZNF354C	325	133	353	66	177	399	127	261	272	901	373	341	147	281	119	199	143	164	140
ZNF355P	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ZNF358	819	821	1552	321	463	1009	587	883	651	2996	540	823	1237	931	782	377	671	959	741
ZNF362	848	558	1662	225	435	1126	418	872	687	2879	677	949	862	778	557	410	486	687	568
ZNF365	117	17	159	56	68	73	11	80	55	306	63	42	41	88	21	22	19	41	60
ZNF366	28	20	27	97	3	26	51	15	36	76	17	17	68	8	22	5	29	28	18
ZNF367	155	140	335	95	66	170	92	87	126	575	123	135	117	142	176	88	86	124	157
ZNF37A	993	633	1395	416	488	1121	554	813	1044	3565	1053	1001	750	716	511	726	744	643	638
ZNF37BP	482	353	1048	143	299	575	284	830	596	1889	687	629	462	374	266	372	273	384	388
ZNF382	98	50	184	38	25	156	13	192	273	504	172	239	32	64	23	115	40	83	111
ZNF383	517	319	923	174	305	572	218	492	509	1889	541	622	418	382	232	249	174	359	340
ZNF384	1415	906	2678	685	588	1532	799	1261	1248	4914	1136	1373	1633	1023	955	792	1298	951	960
ZNF385A	1105	777	2996	1039	642	1651	464	1588	985	4211	1044	1630	1392	1417	930	728	820	914	1060
ZNF385B	40	2	49	3	13	38	4	18	5	80	8	43	13	16	17	25	5	2	9
ZNF385C	35	32	103	7	33	73	4	146	40	204	53	63	39	76	27	30	10	39	25
ZNF385D	1	1	6	0	1	1	0	5	2	2	1	4	3	0	2	0	0	0	1
ZNF391	441	339	743	156	148	388	59	428	406	1793	465	444	237	362	286	315	196	230	447
ZNF394	593	479	1140	483	372	723	362	617	623	2158	477	562	755	609	589	475	640	571	478
ZNF396	960	605	2357	205	344	834	119	703	1039	3834	825	781	332	597	592	805	255	752	764
ZNF397	1602	922	2959	640	735	1815	636	1382	1769	6043	1910	1683	1030	1179	882	1425	1152	1062	1179
ZNF398	851	540	1556	345	357	852	529	661	774	2643	630	742	979	583	516	425	556	551	572
ZNF404	303	139	400	62	80	325	78	173	275	736	330	261	174	167	109	208	92	98	157
ZNF407	589	269	813	241	182	546	248	362	435	1597	457	443	317	346	244	375	374	298	292
ZNF408	314	241	683	145	181	349	204	287	251	1091	189	319	383	260	284	122	298	269	220
ZNF41	565	369	814	201	293	714	390	422	513	1901	519	568	518	342	333	330	504	327	347
ZNF414	272	245	484	184	138	344	144	365	240	1031	201	334	383	297	252	143	239	222	227
ZNF415	435	244	745	91	279	525	113	388	447	1696	325	381	300	401	113	256	96	259	316
ZNF416	187	113	281	122	109	211	88	154	140	546	173	161	147	157	100	96	81	121	120
ZNF417,ZNF418,ZNF814	1793	1264	2824	1054	1017	2740	970	2392	2338	8160	2293	2466	2010	1468	1042	1210	1308	1151	1340
ZNF419	426	274	624	196	263	499	209	518	402	2016	425	421	361	358	226	241	234	311	265
ZNF420	359	177	632	100	191	316	132	195	357	1115	269	259	164	201	145	268	193	245	277
ZNF423	72	39	92	2	17	58	2	62	20	154	24	37	10	41	8	22	13	10	9
ZNF425	225	113	323	53	66	191	82	97	171	552	131	166	126	138	99	69	55	111	140
ZNF426	453	204	587	143	191	466	229	257	392	1341	438	365	259	259	185	342	310	223	296
ZNF428	1702	975	4019	672	733	1513	665	1160	1490	5317	1128	1209	1544	1754	1301	891	1345	1865	1890
ZNF429	1169	520	2013	232	447	1058	458	874	644	4670	1259	922	524	788	661	828	646	795	788
ZNF43	758	419	1182	154	314	822	285	499	576	2631	750	620	363	447	367	387	421	407	485
ZNF430	484	173	516	96	176	422	190	187	275	1081	376	329	206	221	209	218	162	225	188
ZNF431	773	375	1183	356	400	901	646	696	749	2418	834	784	669	522	671	460	738	468	417
ZNF432,ZNF616,ZNF841	2201	1479	3689	1001	1067	2563	1088	1996	2513	8459	2154	2250	2022	1576	1348	1590	1759	1486	1380
ZNF434	537	405	1028	243	294	593	288	448	559	2048	520	458	512	408	359	302	452	390	438
